SymbolID,SymbolTypeID,SymbolValue,ExchangeID,ObjectID,SymbolStartDate,SymbolEndDate,ActiveFlag,PrimaryFlag,ProcessType
96267935,7291,1012100,NULL,6424183,NULL,03/05/2020,0,1,U
96812907,7291,1696982,NULL,8682020,NULL,12/23/2018,0,1,U
96891425,7291,1813769,NULL,9388163,NULL,06/07/2022,0,1,U
96891614,7866,A0MLZ7,NULL,9388163,05/06/2014,06/07/2022,0,1,U
145112935,8279,37411272,NULL,9388163,05/06/2014,06/07/2022,0,1,U
171601875,7291,25451555,NULL,10866475,NULL,05/11/2020,0,1,U
114669508,7291,2029896,NULL,13374840,NULL,11/08/2019,0,1,U
145314206,8279,40182098,NULL,13374840,12/15/2004,11/08/2019,0,1,U
126693594,8038,925488,NULL,20002440,NULL,05/11/2022,0,1,U
113643423,7291,716083,NULL,20002707,07/01/1992,01/31/2022,0,0,U
95665924,7291,359374,NULL,20006860,NULL,11/08/2017,0,1,U
95456047,7291,60351,NULL,20010014,03/15/1993,10/14/2021,0,0,U
190637038,7291,28356191,NULL,20014937,NULL,09/17/2017,0,1,U
113977007,7291,20129551,NULL,20017555,01/08/2013,05/13/2018,0,1,U
98113914,7291,3668417,NULL,20020824,01/05/2008,02/12/2018,0,0,U
96215016,7291,960846,NULL,20022724,10/06/1998,10/15/2021,0,0,U
96253476,7291,992107,NULL,20023917,09/30/1973,10/15/2021,0,0,U
234571874,8279,142627175,NULL,20024394,05/12/2016,10/08/2020,0,1,U
95819504,7291,564125,NULL,20024741,NULL,11/28/2017,0,1,U
114351805,7291,1253453,NULL,20028121,NULL,10/10/2018,0,1,U
98114018,7291,3666595,NULL,20028166,01/05/2008,02/12/2018,0,0,U
98114014,7291,3666599,NULL,20028170,01/05/2008,02/12/2018,0,0,U
190803566,7291,28382905,NULL,20032073,NULL,09/13/2016,0,1,U
